id,student_id,program,grade,status,age,attendance_rate,quiz_score,exams_score,performance_task,activities,final_grade,gpa
249,2025-728523,BSDSA,67.41781,0,19,49.96,67.39259,57.71099,68.80237,44.06251,67.41781,2.4898
250,2025-987262,BSIT,65.58946,0,22,55.26,87.06588,72.59587,55.70389,43.06446,65.58946,2.16185
251,2025-635154,BSIT,69.45554,0,21,45.33,81.59791,69.1029,60.4355,36.59668,69.45554,2.22537
252,2025-115583,BSCS,64.76023,0,18,49.28,55.40901,73.24402,65.75363,38.96186,64.76023,2.44452
253,2025-355413,BSCS,64.65863,0,22,51.56,92.30205,64.38469,57.93612,45.02949,64.65863,2.24819
254,2025-753591,BSIT,66.25756,0,23,58.91,60.2849,76.78051,64.07534,31.466,66.25756,2.30059
255,2025-195193,BSCS,69.07584,0,18,56.66,70.44094,66.52285,64.36099,40.65061,69.07584,2.30634
256,2025-557836,BSDSA,66.38293,0,23,60.23,92.43816,82.52657,50.6352,36.7965,66.38293,1.96713
257,2025-908598,BSCS,66.27803,0,18,55.0,76.38069,85.63083,55.60692,28.3049,66.27803,2.08094
258,2025-370441,BLIS,67.26099,0,23,58.81,71.8047,75.47009,59.46461,41.38576,67.26099,2.20851
259,2025-231429,BLIS,66.146,0,22,60.56,86.68203,98.97962,43.71564,39.12619,66.146,1.81821
260,2025-482088,BSIT,69.64923,0,25,62.01,77.32848,69.25944,61.18781,40.1075,69.64923,2.18783
261,2025-246526,BLIS,67.25767,0,21,59.27,79.41861,80.76594,56.04725,34.15044,67.25767,2.08226
262,2025-982513,BSIT,68.89505,0,18,73.93,94.09351,74.79015,53.10932,41.99519,68.89505,1.95173
263,2025-983437,BSCS,69.43411,0,24,77.94,86.98932,69.11202,57.00864,47.69693,69.43411,2.05204
264,2025-245586,BSIT,68.08848,0,25,74.63,73.84085,100.0,46.78753,41.66709,68.08848,1.82134
265,2025-306160,BSIT,66.13642,0,20,59.62,66.1913,98.10157,49.30071,45.4345,66.13642,1.99659
266,2025-944251,BSCS,69.23332,0,19,63.87,92.96911,93.55733,43.7149,44.90871,69.23332,1.77035
267,2025-878773,BSDSA,70.03248,0,20,52.59,62.25996,68.79328,66.16241,40.80364,70.03248,2.34552
268,2025-305321,BSCS,64.43305,0,19,40.1,73.06533,64.6756,66.14698,35.10336,64.43305,2.44804
269,2025-161240,BSCS,68.55835,0,20,58.58,84.033,77.07192,56.00502,38.61452,68.55835,2.07162
270,2025-175773,BSIT,67.25369,0,20,52.3,68.19295,69.5118,64.67948,38.28061,67.25369,2.33506
271,2025-499437,BSDSA,69.40354,0,23,56.91,83.13222,74.56435,57.46952,39.68308,69.40354,2.10207
272,2025-760503,BSIT,70.35589,0,20,79.62,91.89094,74.30299,54.72342,41.19005,70.35589,1.92906
273,2025-759161,BSCS,69.34089,0,21,58.01,91.36372,73.43474,55.37121,41.13058,69.34089,2.04638
274,2025-567059,BSCS,68.69233,0,23,70.76,87.0285,81.05796,53.1224,40.06718,68.69233,1.94896
275,2025-811524,BSCS,68.57495,0,23,91.65,93.2813,84.57879,48.57159,45.29637,68.57495,1.775
276,2025-657372,BSCS,70.1177,0,23,65.32,91.29169,84.57388,50.7175,37.58362,70.1177,1.87162
277,2025-366968,BSIT,66.25292,0,24,44.63,67.30342,60.51988,70.49588,34.86965,66.25292,2.49677
278,2025-255549,BSIT,70.18766,0,19,51.36,91.48822,65.44514,59.73786,40.07341,70.18766,2.15431
279,2025-193954,BSIT,65.49389,0,25,44.18,74.81761,61.76612,68.49824,30.50095,65.49389,2.43564
280,2025-583302,BSIT,68.02897,0,24,50.44,68.21898,71.26221,64.81517,35.36729,68.02897,2.30888
281,2025-910261,BLIS,68.37061,0,19,74.8,100.0,83.18239,47.46154,44.98435,68.37061,1.80868
282,2025-492425,BSIT,68.72195,0,21,62.0,67.39295,79.35739,59.42563,43.79501,68.72195,2.16102
283,2025-843517,BSCS,67.50149,0,21,54.04,79.56128,86.76525,53.22916,38.86368,67.50149,2.02614
284,2025-672331,BSIT,70.36617,0,22,76.58,84.08021,78.17457,54.88373,45.72037,70.36617,1.95708
285,2025-618701,BSIT,71.8893,0,21,76.47,92.25041,77.16018,52.3256,50.0,71.8893,1.87997
286,2025-286974,BSIT,66.61382,0,21,57.06,95.67685,80.55946,53.56829,30.49435,66.61382,1.97381
287,2025-608599,BSCS,69.34195,0,24,60.77,70.90917,88.30329,53.24596,50.0,69.34195,2.02054
288,2025-831969,BSCS,69.20446,0,18,57.72,90.34978,69.1101,59.24622,38.8931,69.20446,2.10973
289,2025-820045,BSIT,69.8124,0,25,40.07,80.36364,70.67701,60.99968,41.23477,69.8124,2.23169
290,2025-100444,BSIT,68.4016,0,21,79.27,70.24406,96.20288,50.02241,49.16348,68.4016,1.87211
291,2025-947797,BSCS,72.04258,0,25,94.85,100.0,79.78954,49.26422,50.0,72.04258,1.71044
292,2025-803924,BSCS,69.52042,0,24,57.35,89.57367,79.91159,54.7591,38.54263,69.52042,1.98274
293,2025-639332,BSCS,69.7157,0,22,99.27,100.0,91.90994,43.42449,50.0,69.7157,1.58455
294,2025-787966,BLIS,69.99276,0,18,59.59,92.85392,91.17806,49.03353,34.59333,69.99276,1.80479
295,2025-925977,BSCS,66.83522,0,18,43.7,75.53529,75.57587,62.4162,32.71411,66.83522,2.24464
296,2025-241461,BSIT,67.67386,0,21,67.77,93.21833,76.75223,54.63395,42.33037,67.67386,1.97936
297,2025-263952,BSIT,66.42605,0,22,45.91,77.53806,92.50485,54.38407,28.21429,66.42605,2.02318
298,2025-906813,BSIT,69.33185,0,23,54.79,88.40794,76.0285,56.94975,40.41841,69.33185,2.05192
299,2025-840556,BSCS,65.95638,0,24,45.24,63.68361,70.59952,66.87398,41.54411,65.95638,2.40707
300,2025-642147,BLIS,66.77682,0,21,62.87,65.82499,87.73415,56.52755,47.26833,66.77682,2.10068
301,2025-402364,BSCS,70.21098,0,23,86.45,84.89261,85.73252,52.75306,42.77142,70.21098,1.82289
302,2025-967940,BSCS,71.28406,0,24,96.75,100.0,71.30571,55.9781,40.37215,71.28406,1.81679
303,2025-856584,BSCS,69.93986,0,20,42.48,81.23098,79.17381,57.04599,44.63645,69.93986,2.11111
304,2025-294258,BSIT,70.2714,0,23,41.93,66.16778,84.53031,58.64073,46.51934,70.2714,2.16423
305,2025-147808,BSIT,70.7427,0,25,55.45,55.86613,61.73936,74.83177,38.51218,70.7427,2.45852
306,2025-372721,BSDSA,70.86952,0,23,47.54,71.20755,62.12235,69.99737,38.77071,70.86952,2.3608
307,2025-910794,BLIS,66.86172,0,22,59.01,74.91295,91.20488,54.22853,39.50806,66.86172,2.00041
308,2025-372849,BSIT,69.63724,0,22,82.36,83.30486,71.09867,61.43429,41.16961,69.63724,2.03674
309,2025-118497,BSIT,70.53461,0,24,79.21,90.28913,83.45998,52.37359,45.7915,70.53461,1.83077
310,2025-652170,BSCS,68.58988,0,20,71.59,75.4876,74.6888,61.92677,42.33248,68.58988,2.11604
311,2025-425193,BLIS,68.69063,0,21,40.79,76.0815,77.57902,61.319,38.23717,68.69063,2.19819
312,2025-221922,BSIT,70.63114,0,22,67.09,77.19461,65.52712,66.08162,43.03922,70.63114,2.19766
313,2025-459815,BSIT,69.58739,0,21,78.74,81.38852,91.08267,51.17272,47.63109,69.58739,1.82754
314,2025-396049,BSIT,70.2879,0,24,42.87,81.13509,69.52735,63.48503,40.71707,70.2879,2.2205
315,2025-520205,BSCS,69.66553,0,25,90.98,100.0,92.00227,45.51273,46.76073,69.66553,1.6174
316,2025-888222,BSIT,68.20216,0,23,64.6,78.73621,81.12931,59.19588,37.6139,68.20216,2.04692
317,2025-290215,BSDSA,68.42449,0,24,43.12,63.27883,78.78115,63.48767,45.34398,68.42449,2.28112
318,2025-325478,BSIT,70.36173,0,24,84.8,85.98769,80.94269,54.69102,50.0,70.36173,1.8758
319,2025-141617,BSIT,71.18756,0,23,79.69,83.74752,74.8294,58.98416,48.46125,71.18756,1.97431
320,2025-454946,BSCS,72.1837,0,19,64.58,97.19367,76.77559,54.73144,44.86247,72.1837,1.88788
321,2025-992201,BLIS,72.20356,0,20,49.98,68.24195,87.41533,58.92858,41.01971,72.20356,2.0499
322,2025-300370,BSIT,69.0135,0,25,57.89,90.04092,68.88211,63.76181,30.82872,69.0135,2.11731
323,2025-687565,BSDSA,70.40403,0,21,74.29,91.21238,100.0,45.25317,44.80049,70.40403,1.64668
324,2025-740807,BSCS,69.14209,0,22,44.94,76.96591,70.90948,66.35168,33.70104,69.14209,2.24733
325,2025-320819,BSIT,71.06287,0,18,89.0,85.29423,100.0,47.25906,43.9979,71.06287,1.62464
326,2025-585857,BSIT,69.4903,0,20,66.31,85.4252,78.40662,59.50378,37.0884,69.4903,1.99863
327,2025-277182,BSCS,68.27221,0,24,73.23,81.93865,89.66152,55.44384,34.53497,68.27221,1.88328
328,2025-974357,BSIT,70.76489,0,25,44.03,75.59491,89.93802,57.41464,33.51704,70.76489,2.00763
329,2025-832308,BSCS,71.31806,0,23,94.78,100.0,100.0,43.63224,40.694,71.31806,1.47979
330,2025-959583,BSIT,70.2385,0,25,90.07,99.05393,82.65702,51.04046,48.76915,70.2385,1.73159
331,2025-950424,BSCS,67.746,0,25,44.83,82.62633,61.27966,70.19613,31.19363,67.746,2.34038
332,2025-686749,BSCS,70.5093,0,23,81.4,79.39368,93.70476,53.18039,40.14062,70.5093,1.78664
333,2025-425539,BLIS,69.42012,0,22,61.38,82.45772,88.32227,54.88203,40.9379,69.42012,1.92423
334,2025-240411,BSCS,67.97997,0,22,62.2,72.55465,81.60679,61.86902,37.88293,67.97997,2.1038
335,2025-907222,BSIT,67.63811,0,21,56.87,79.80698,80.87109,61.00438,33.19554,67.63811,2.0814
336,2025-567537,BSCS,67.69386,0,21,44.3,65.89426,71.81435,69.97268,31.99893,67.69386,2.35077
337,2025-521483,BSIT,68.94981,0,24,56.88,74.29685,67.89574,69.02306,34.15867,68.94981,2.26016
338,2025-259925,BSCS,70.92802,0,20,60.88,91.16133,76.13682,57.37338,46.79486,70.92802,1.9787
339,2025-991368,BSIT,69.68195,0,21,55.11,78.22085,84.71108,57.92626,42.34126,69.68195,2.02235
340,2025-683807,BSCS,67.30794,0,19,44.05,67.19197,77.97627,66.12541,34.73279,67.30794,2.27362
341,2025-282592,BSIT,69.82677,0,22,61.71,78.7235,83.50698,59.80168,35.30522,69.82677,2.00406
342,2025-502880,BSDSA,64.6861,0,23,62.82,78.91522,86.68072,58.34504,35.05246,64.6861,2.04225
343,2025-390772,BLIS,71.15093,0,23,57.32,77.3849,100.0,52.51795,33.32572,71.15093,1.81323
344,2025-174687,BSCS,71.16854,0,22,62.25,82.62069,82.30681,59.63862,34.46846,71.16854,1.96366
345,2025-989693,BSIT,71.4913,0,20,94.23,92.53665,100.0,44.74752,50.0,71.4913,1.53893
346,2025-763886,BSIT,69.78598,0,23,96.25,95.20938,100.0,44.24798,48.74197,69.78598,1.53675
347,2025-273929,BSIT,72.00712,0,22,49.16,77.67875,98.53061,51.08378,44.83127,72.00712,1.84745
348,2025-185118,BSIT,69.91816,0,24,85.87,75.59764,95.78796,53.9691,40.4039,69.91816,1.78359
349,2025-353790,BSCS,69.76225,0,21,48.89,69.55329,73.94545,66.1277,43.38582,69.76225,2.24447
350,2025-792408,BSIT,68.00313,0,18,48.77,76.83996,98.25982,55.44123,25.8184,68.00313,1.92303
351,2025-339141,BSIT,71.44176,0,20,61.9,71.90756,64.59372,71.39774,37.86559,71.44176,2.25895
352,2025-243171,BSCS,71.70198,0,22,65.13,95.68903,85.57476,53.53117,39.58863,71.70198,1.79984
353,2025-200335,BSIT,68.95718,0,25,60.63,93.58209,89.01762,51.9935,42.16686,68.95718,1.8373
354,2025-369507,BSIT,69.54559,0,25,65.64,74.73872,84.33785,61.27602,36.03711,69.54559,2.01475
355,2025-668924,BLIS,71.37853,0,20,59.38,84.33553,88.50038,56.20661,37.05293,71.37853,1.88373
356,2025-766894,BSCS,67.91785,0,25,45.39,52.85779,66.53074,75.83488,41.24208,67.91785,2.51052
357,2025-151393,BSCS,69.94612,0,24,43.18,67.50388,86.41645,63.07975,33.58222,69.94612,2.13111
358,2025-381774,BSCS,68.37155,0,24,46.64,68.75623,79.70577,67.3406,27.71154,68.37155,2.21298
359,2025-394487,BSIT,72.53522,0,22,50.35,71.01823,73.47152,67.9064,37.22624,72.53522,2.18823
360,2025-681595,BSIT,72.00581,0,22,73.33,68.04986,79.80311,63.69845,47.07135,72.00581,2.05255
361,2025-912724,BSCS,70.12733,0,22,89.2,88.38285,87.16072,54.57949,43.82984,70.12733,1.76817
362,2025-639375,BSCS,72.48793,0,20,49.66,66.38325,88.35672,62.42045,34.67223,72.48793,2.05021
363,2025-431243,BSCS,71.47631,0,23,91.95,73.17298,100.0,51.51955,50.0,71.47631,1.7032
364,2025-579630,BSIT,70.22596,0,22,52.36,79.84645,68.13256,69.67309,29.2732,70.22596,2.21058
365,2025-617268,BSDSA,71.26412,0,22,45.16,91.11329,68.73107,65.0234,34.51865,71.26412,2.12545
366,2025-188185,BSDSA,71.74537,0,21,55.84,94.816,64.80653,65.7378,35.56958,71.74537,2.09251
367,2025-958083,BSDSA,69.31142,0,22,56.93,89.9618,69.84573,62.9121,44.55484,69.31142,2.10545
368,2025-787475,BSIT,71.76061,0,21,58.63,76.9139,74.13186,65.44631,41.40098,71.76061,2.11242
369,2025-930908,BSIT,71.38945,0,24,73.01,86.67058,80.70518,57.73798,49.07637,71.38945,1.9039
370,2025-300982,BSCS,72.04684,0,22,40.73,82.04711,82.61914,61.92727,30.5194,72.04684,2.03652
371,2025-940228,BSCS,71.87955,0,20,78.74,76.84692,82.15995,60.36261,47.44276,71.87955,1.93427
372,2025-667225,BSCS,70.64251,0,23,63.28,66.17757,86.06919,61.65573,47.50209,70.64251,2.05435
373,2025-347765,BSIT,71.41982,0,19,49.22,74.33183,80.58411,66.38166,25.39581,71.41982,2.09874
374,2025-253787,BSDSA,70.75082,0,22,82.86,100.0,69.0498,60.32096,46.3077,70.75082,1.90795
375,2025-616962,BSIT,71.07134,0,18,62.53,76.97986,71.56643,66.43408,44.01621,71.07134,2.1381
376,2025-828881,BLIS,70.56828,0,22,65.34,71.20071,91.66741,60.88531,30.36437,70.56828,1.93993
377,2025-466173,BSIT,70.133,0,21,47.58,47.84665,100.0,61.71268,41.75527,70.133,2.10478
378,2025-316783,BSIT,72.4252,0,20,59.17,77.98921,85.95708,60.13281,40.03941,72.4252,1.94912
379,2025-348714,BSIT,72.28692,0,25,42.52,61.3132,67.27458,73.07397,47.12015,72.28692,2.37553
380,2025-207558,BSCS,71.8395,0,22,51.17,70.40595,80.71295,66.12501,34.63233,71.8395,2.11408
381,2025-215574,BSDSA,70.63887,0,20,62.12,80.6431,79.62749,63.68992,34.52722,70.63887,2.02062
382,2025-427921,BSCS,71.6292,0,25,49.82,67.21325,77.08504,67.39266,42.58734,71.6292,2.19193
383,2025-934226,BLIS,69.79825,0,21,53.1,71.85789,80.82115,65.66689,34.97994,69.79825,2.12611
384,2025-131479,BSCS,71.07776,0,18,67.58,86.05455,88.46192,56.27378,41.77939,71.07776,1.84246
385,2025-494248,BSCS,71.36263,0,25,91.85,100.0,100.0,45.69315,44.93645,71.36263,1.4908
386,2025-640091,BSCS,70.68143,0,22,52.36,83.41654,84.96385,58.99333,41.36275,70.68143,1.97276
387,2025-325323,BSIT,71.63207,0,22,73.26,79.83602,99.02403,53.51369,39.51133,71.63207,1.73387
388,2025-428053,BSCS,71.82568,0,18,44.08,87.84688,69.63774,66.90742,34.68083,71.82568,2.13604
389,2025-866976,BSIT,67.45352,0,23,44.65,59.42912,68.20901,76.47566,33.42275,67.45352,2.4482
390,2025-661262,BSCS,69.7879,0,25,45.01,62.72379,43.30888,86.75895,39.43879,69.7879,2.68186
391,2025-761942,BSCS,70.52832,0,24,52.34,73.56727,62.36663,74.11203,39.16358,70.52832,2.32525
392,2025-929847,BLIS,71.46624,0,19,69.75,83.91811,73.37518,66.00247,37.01351,71.46624,2.02569
393,2025-597559,BSIT,74.14925,0,18,67.07,74.14102,65.33283,70.48015,50.0,74.14925,2.16821
394,2025-242966,BSDSA,70.85135,0,24,47.61,76.58258,66.13557,72.95444,32.44391,70.85135,2.26965
395,2025-653287,BSCS,69.36568,0,19,55.23,86.41337,81.26981,62.04867,34.68622,69.36568,2.00268
396,2025-313465,BLIS,69.39901,0,24,48.42,76.57392,65.95661,74.18912,27.07699,69.39901,2.29187
397,2025-166495,BSCS,73.75835,0,23,78.76,83.30573,82.17212,59.72247,49.09575,73.75835,1.85232
398,2025-632366,BSCS,73.61899,0,18,68.83,88.88762,100.0,50.21275,43.95836,73.61899,1.63568
399,2025-765916,BLIS,72.66951,0,25,52.82,71.91146,77.56176,68.1487,36.05592,72.66951,2.11998
400,2025-755491,BSCS,69.77513,0,22,41.32,62.35276,77.09418,72.06239,32.41522,69.77513,2.29437
401,2025-360586,BSCS,70.3139,0,20,48.19,85.00568,70.92434,67.94707,35.03567,70.3139,2.15108
402,2025-819001,BSCS,71.88513,0,21,75.23,88.1504,88.5063,56.82675,42.13942,71.88513,1.78164
403,2025-828284,BSCS,72.07966,0,20,42.53,81.91002,77.56805,65.47944,35.63154,72.07966,2.09051
404,2025-523545,BSIT,70.85844,0,22,61.21,79.76561,72.85725,67.89889,38.52991,70.85844,2.10901
405,2025-359504,BSIT,70.63047,0,25,91.54,100.0,100.0,47.58002,42.35847,70.63047,1.50375
406,2025-275679,BSIT,73.29117,0,23,49.77,74.31738,88.56531,61.95973,37.62669,73.29117,1.97094
407,2025-351804,BSCS,72.75063,0,23,70.18,81.91423,73.93672,65.27808,46.31832,72.75063,2.01272
408,2025-703280,BLIS,74.61292,0,19,65.28,89.11979,88.07531,57.90244,37.14715,74.61292,1.77521
409,2025-675221,BSCS,74.4757,0,23,88.37,82.41165,100.0,52.34131,45.28737,74.4757,1.59562
410,2025-339912,BSCS,68.06859,0,18,41.92,65.9095,61.75765,78.18822,36.45518,68.06859,2.47485
411,2025-558922,BSCS,73.69974,0,25,46.75,92.03933,70.1452,64.03393,47.33832,73.69974,2.05575
412,2025-720391,BLIS,71.4293,0,19,82.89,100.0,79.42591,58.06184,42.42857,71.4293,1.77246
413,2025-230196,BSIT,71.68979,0,21,92.11,76.53089,80.96205,63.84746,45.0073,71.68979,1.90073
414,2025-181784,BSIT,72.48769,0,20,68.78,73.62435,93.36936,60.51695,35.36369,72.48769,1.85565
415,2025-371366,BSCS,73.01907,0,20,55.51,78.68094,95.17857,57.92351,36.3512,73.01907,1.83806
416,2025-444315,BSIT,71.66398,0,25,54.67,56.57733,94.80982,66.02016,30.1562,71.66398,2.04436
417,2025-354242,BSIT,73.12341,0,24,41.47,62.86967,60.53215,79.09547,41.22149,73.12341,2.4348
418,2025-658136,BSCS,72.91705,0,18,88.79,79.59052,100.0,53.22356,47.64739,72.91705,1.64144
419,2025-454135,BSIT,76.41404,1,24,68.9,81.67732,80.60716,62.48086,46.99544,76.41404,1.88107
420,2025-999497,BSCS,71.98209,0,20,55.38,92.44288,93.75162,54.18165,39.62418,71.98209,1.7622
421,2025-146533,BSCS,74.23147,0,21,55.77,93.92796,62.43176,68.85252,42.36094,74.23147,2.08861
422,2025-979029,BSIT,76.26377,1,25,88.01,98.67197,100.0,47.13501,50.0,76.26377,1.43836
423,2025-237064,BSIT,73.48477,0,24,89.21,98.9706,83.92553,55.8401,46.36843,73.48477,1.66853
424,2025-876574,BLIS,74.05242,0,20,54.66,64.8512,73.76483,71.608,44.32158,74.05242,2.19253
425,2025-601290,BSIT,72.27146,0,19,43.18,75.49182,63.3578,75.01139,37.51869,72.27146,2.30671
426,2025-405930,BSCS,75.32043,0,25,84.51,89.79519,79.38624,61.46861,43.71027,75.32043,1.78584
427,2025-792508,BSCS,72.11821,0,20,54.88,74.12818,63.44522,75.51664,36.82528,72.11821,2.27222
428,2025-298191,BSIT,72.73837,0,20,45.98,62.26999,62.9873,78.13004,42.76889,72.73837,2.39826
429,2025-885008,BSCS,74.24632,0,25,68.51,82.71486,89.04096,60.051,37.63223,74.24632,1.80781
430,2025-814189,BSIT,73.653,0,18,74.8,80.55431,94.7858,56.86894,42.50732,73.653,1.74049
431,2025-209656,BSCS,72.28638,0,18,60.26,92.83789,77.6631,62.72999,37.73733,72.28638,1.92772
432,2025-630575,BSCS,74.49434,0,24,80.95,85.40004,81.73911,60.48359,50.0,74.49434,1.82022
433,2025-239368,BSCS,74.0992,0,18,77.1,89.17852,90.39325,56.73033,41.9259,74.0992,1.70787
434,2025-815034,BSIT,71.5386,0,23,63.42,86.01223,100.0,52.71724,42.8453,71.5386,1.7136
435,2025-467479,BSDSA,72.95736,0,24,50.34,74.95166,79.89503,66.6929,40.10019,72.95736,2.07297
436,2025-336000,BSIT,71.74912,0,23,72.03,86.57821,79.23508,63.95444,38.07966,71.74912,1.92045
437,2025-198767,BSCS,77.30739,1,21,85.94,100.0,87.51151,53.4686,50.0,77.30739,1.56918
438,2025-675766,BSIT,72.43794,0,18,60.27,87.49429,62.73437,71.31321,41.51444,72.43794,2.14715
439,2025-150596,BSCS,71.89846,0,22,76.13,83.28853,100.0,52.50655,48.83068,71.89846,1.6788
440,2025-991798,BSCS,73.51181,0,24,85.71,92.18853,100.0,50.39573,46.11626,73.51181,1.54346
441,2025-511870,BSIT,73.4953,0,18,69.51,77.53607,95.78988,58.26703,39.29782,73.4953,1.77627
442,2025-478596,BSIT,72.90011,0,19,91.02,85.96516,98.01024,52.56241,50.0,72.90011,1.60567
443,2025-143875,BSCS,72.32837,0,20,72.87,65.92912,83.51311,66.2119,48.14046,72.32837,2.02168
444,2025-569720,BSIT,72.52278,0,22,86.2,93.42785,92.06561,54.20523,46.17263,72.52278,1.64263
445,2025-850525,BSIT,73.49912,0,21,51.68,71.35933,54.47152,80.54183,41.81356,73.49912,2.39276
446,2025-486322,BLIS,72.79252,0,23,93.19,89.31259,95.0695,53.25613,50.0,72.79252,1.60722
447,2025-238103,BSCS,70.50139,0,24,68.22,80.76828,75.17262,67.58143,40.99707,70.50139,2.05088
448,2025-644751,BLIS,72.51956,0,21,44.29,99.74033,82.62179,59.9517,32.17033,72.51956,1.87314
449,2025-284570,BSCS,71.16715,0,19,49.98,76.56583,60.82085,77.91695,32.02624,71.16715,2.31903
450,2025-954118,BSIT,73.7081,0,18,72.68,91.81723,76.8674,63.67044,40.43789,73.7081,1.873
451,2025-762275,BSIT,77.28691,1,25,75.16,83.81238,83.47083,61.55831,46.95792,77.28691,1.79062
452,2025-148251,BSIT,70.4463,0,18,44.18,53.28681,70.17379,79.22463,37.7082,70.4463,2.42776
453,2025-641130,BSCS,75.52324,0,20,50.67,69.88701,78.89964,70.08248,37.11967,75.52324,2.08306
454,2025-603925,BSIT,71.46442,0,19,65.66,74.07384,82.87864,66.87807,37.43184,71.46442,2.00679
455,2025-262605,BSDSA,72.01518,0,23,49.29,71.6115,79.58355,69.56466,35.94499,72.01518,2.1227
456,2025-977477,BSDSA,75.10693,0,22,78.55,80.05932,69.47505,69.34598,50.0,75.10693,2.00991
457,2025-501340,BSIT,74.70254,0,22,70.23,83.78486,81.73791,63.67743,42.10363,74.70254,1.87271
458,2025-936468,BSIT,71.87269,0,25,72.51,100.0,65.76479,66.88561,41.94744,71.87269,1.97082
459,2025-636630,BSIT,71.53031,0,19,49.83,63.30182,94.67181,63.5889,41.2115,71.53031,2.01372
460,2025-417362,BSIT,75.90153,0,23,54.82,80.46572,86.52057,64.25699,32.61092,75.90153,1.88432
461,2025-857706,BSCS,71.47501,0,23,51.06,64.58077,70.18179,77.58541,30.70367,71.47501,2.29333
462,2025-332436,BSCS,73.30228,0,19,47.81,52.39115,88.8688,71.45271,32.9964,73.30228,2.15037
463,2025-790286,BSIT,70.23529,0,22,49.68,56.95401,63.26454,81.98697,37.59016,70.23529,2.46271
464,2025-770111,BSIT,72.55034,0,20,45.89,63.17568,71.91178,75.86958,37.38674,72.55034,2.28729
465,2025-841549,BSCS,71.41078,0,21,85.36,99.86637,76.22601,62.46381,38.60003,71.41078,1.80234
466,2025-454151,BSCS,71.72898,0,23,63.63,96.80995,86.87328,59.16985,33.41422,71.72898,1.78086
467,2025-881750,BSIT,72.36915,0,21,62.34,85.05586,75.89614,65.34347,47.64114,72.36915,2.00153
468,2025-613359,BSIT,75.61089,0,19,95.93,82.29543,96.46361,55.42814,50.0,75.61089,1.59058
469,2025-921673,BSIT,73.59129,0,22,42.32,76.66808,67.90351,73.96634,37.44256,73.59129,2.22507
470,2025-452979,BLIS,75.20871,0,25,72.92,82.02698,63.98093,73.21229,42.99771,75.20871,2.08099
471,2025-374760,BSCS,73.02802,0,25,56.73,74.25047,85.74663,64.26753,45.37065,73.02802,1.98167
472,2025-424191,BSCS,69.41484,0,18,50.03,94.5334,85.03966,63.15407,22.42589,69.41484,1.9125
473,2025-767186,BSCS,70.5983,0,24,64.55,76.97258,79.87705,68.06854,37.26476,70.5983,2.03792
474,2025-987560,BSIT,74.69604,0,20,42.26,57.92892,76.32709,75.44282,37.934,74.69604,2.25647
475,2025-534508,BSCS,75.33875,0,24,46.43,82.61909,53.61001,79.15247,39.49741,75.33875,2.30459
476,2025-220535,BSIT,72.5679,0,20,72.57,72.22497,100.0,57.79527,45.96655,72.5679,1.77083
477,2025-620910,BSIT,74.44201,0,23,57.16,88.16011,83.58078,60.43131,50.0,74.44201,1.87204
478,2025-719590,BSCS,74.51762,0,19,67.04,78.14777,84.94911,66.34579,32.16398,74.51762,1.89499
479,2025-774170,BSIT,69.77181,0,18,59.8,87.20101,72.47861,68.83055,37.44053,69.77181,2.0771
480,2025-530249,BSDSA,73.26163,0,22,48.3,92.51097,86.40073,60.83745,34.94591,73.26163,1.85772
481,2025-443704,BSIT,73.59286,0,20,42.55,63.68427,75.71701,75.09007,33.99577,73.59286,2.23424
482,2025-459202,BSIT,73.7583,0,25,90.64,92.20673,79.45284,62.99976,42.77629,73.7583,1.76622
483,2025-771627,BSCS,73.10652,0,25,58.41,97.55099,68.35552,67.29895,41.04294,73.10652,1.99598
484,2025-629856,BSCS,73.6346,0,25,78.73,93.63259,73.25669,66.38832,40.04046,73.6346,1.87879
485,2025-652961,BSIT,76.66687,1,21,70.55,66.81615,70.48319,75.75678,40.39546,76.66687,2.1108
486,2025-500713,BSCS,72.13325,0,23,54.57,68.955,65.35786,77.73322,40.53546,72.13325,2.29165
